review,at,source,sentiment,score,category
"@Paytm @paytmbankcare @Paytmcare 
Can Wallet and Bank be used now?",2025-03-26 13:10:40+0000,Paytm,neutral,0.862209499,onboarding
"@Paytm Ah finally this is done. Would have been better if it happened on its own rather than having the need to be escalated and followed up by the customers. 
Thank you for the resolution.",2025-03-26 12:58:09+0000,Paytm,positive,0.624666333,servicing
@Paytm @Paytmcare @PaytmBank @PaytmMoney @paytmbankcare,2025-03-26 12:45:07+0000,Paytm,neutral,0.665860415,onboarding
"@Paytm @Paytmcare 
I want to cancel my automatic payment for https://t.co/y3wHaZx1tm subscription. But it always fails and reason is ""technical issue""
So what technical issue is this? And why can't you solve this?
And there is no way to reach a customer care executive.",2025-03-26 12:36:08+0000,Paytm,negative,0.8741588,servicing
@Paytm I applied for personal loan through Paytm. Even after completing the whole process I did not receive the amount. Please help me.,2025-03-26 11:54:36+0000,Paytm,negative,0.704867899,onboarding
"@Paytm Dear Paytm, why should I do Paytm when you are not to the mark with your service? Converted 15000 cashback points to 100rs cashback to bank account which is still pending already 2days passed no response no help from your end https://t.co/0PZIeQypQY",2025-03-26 11:02:02+0000,Paytm,negative,0.815526843,settlement
@Paytm  मैं अपने बैंक अकाउंट को बंद करना चाहता हूं आपके ग्राहक सेवा केंद्र से जो की एप्लीकेशन के अंदर है संतोष पूर्ण जवाब नहीं मिल रहा है कृपया मेरी मदद करें,2025-03-26 10:50:21+0000,Paytm,negative,0.608059168,servicing
@Paytm @Paytmcare worst service ever received in my life paytm customer care team is abusing the customer for his queries @Paytmcare  i can suggest you something if you can't provide resolution don't abuse @RBI strict action needs to be taken against @Paytmcare foul language used,2025-03-26 07:44:21+0000,Paytm,negative,0.929141819,servicing
@Paytm Jchc,2025-03-26 07:36:42+0000,Paytm,negative,0.646169662,device-issue
@Paytm @abfinance @Cyberdost @cyberpoliceggm @Cybercellindia @DelhiPolice https://t.co/3Gjd4Mt2GN,2025-03-26 07:01:02+0000,Paytm,neutral,0.88760972,device-issue
@Paytm please elaborate why still Paytm cashback points conversion didn't take place though 15000 Paytm points deducted yet amount not credited to the bank account? Transaction was on 24 march 2025 https://t.co/FgXU2dsvpy,2025-03-26 06:59:30+0000,Paytm,negative,0.498375118,settlement
"@Paytm @abfinance @Cyberdost @cyberpoliceggm @Cybercellindia @DelhiPolice I took a loan from Aditya Birla finance through Paytm.

My Name- Shivankar das
My mobile Number- 7678629286
My loan number is - LXN-D09023-242487803
which I have paid 10 EMIs, now only 8 are left.",2025-03-26 06:58:54+0000,Paytm,neutral,0.732485354,servicing
"@Paytm I agree that I took a loan from your app, but I never refused to repay it. I just need some time. I know it has been a year, but as a young person, I don’t want to be a defaulter. Once my financial situation improves, I will start repaying.",2025-03-25 16:20:10+0000,Paytm,neutral,0.457024306,servicing
"@Paytm Hey paytm what happened not getting reply in DM , my money was not reflected in my account.",2025-03-25 16:03:09+0000,Paytm,negative,0.56119144,transaction-success
@Paytm Hey paytm my payment amount was deducted but payment was failed and not getting back.,2025-03-25 15:19:51+0000,Paytm,negative,0.529301524,transaction-success
"@Paytm really very bed service 5 days complete still payment not completed or return always paytm show message, please wait don't use paytm 👍

@Paytmcare @PaytmMoney @paytmbankcare @UPI_NPCI @UPI_NPCI https://t.co/Y7dEoUwulf",2025-03-25 14:09:41+0000,Paytm,negative,0.418017447,transaction-success
@Paytm @Paytmcare @PaytmMoney team please confirm if this is your employee or not? https://t.co/Aom31Us7wW,2025-03-25 08:00:25+0000,Paytm,neutral,0.838013172,servicing
"@Paytm @Paytmcare pathetic customer support the chat assistant is of no help and theres no number to call.
How am i supposed to know where my money is now???
Trying for 2 hours just to connect to support is beyond horrible 
Switching my upi app rn",2025-03-25 07:28:07+0000,Paytm,negative,0.948567033,servicing
"@Paytm @Paytmcare Despite the RBI ban on Paytm Payments Bank, I’m still receiving emails and messages saying my account is active. Why is Paytm sending false notifications?",2025-03-25 05:23:35+0000,Paytm,negative,0.818697751,servicing
@Paytm Paytm games q nhi aa rha hai,2025-03-25 02:09:32+0000,Paytm,negative,0.400452316,device-issue
@Paytm @PaytmTravelCare @vijayshekhar It's already delayed for the flight ticket airline has refunded my money and from Paytm is not refunded my money @Paytm @Paytmcare @PaytmTravelCare,2025-03-24 21:22:10+0000,Paytm,negative,0.750779092,settlement
@Paytm Why my cashback is converting into Points. I wants my Cashback in rupees not in points. I earned 50 rs cashback on rupay credit card transaction but it is converted into 5000 cashback points. I this happens again with me then i will delete paytm app and never download it.,2025-03-24 18:28:56+0000,Paytm,negative,0.729133964,settlement
@Paytm SMS in DM. Please advise if it’s authorised by you.,2025-03-24 15:34:40+0000,Paytm,neutral,0.840498447,device-issue
"@Paytm @PaytmBank  चल रहा है जो रोज KYC update करने के मेल और मैसेज भेज रहे हो??
जवाब दो?? https://t.co/vCo18OP8z7",2025-03-24 10:29:01+0000,Paytm,neutral,0.542915285,onboarding
"@Paytm Why does #Paytm charges ₹1108 for so called ""Free Cancellation"" of 1AC Train Ticket which cost fixed amount of ₹240 for cancellation.. What kind of scam is this? https://t.co/pGTbNpD5uY",2025-03-24 09:32:39+0000,Paytm,negative,0.892532647,pricing
@Paytm एक धोखा कंपनी से सावधान रहें इसका कोई भी उत्पाद उपयोग ना करें,2025-03-24 08:38:56+0000,Paytm,negative,0.704961777,servicing
@Paytm @Paytmcare https://t.co/N0LOXGX15t,2025-03-24 07:28:24+0000,Paytm,neutral,0.903263092,device-issue
@Paytm Need to delete my account. Kept writing and then in the app raised tickets. It is not going anywhere. What is the way out? #paytmdeletion #paytm #paytmaccount,2025-03-24 07:06:50+0000,Paytm,negative,0.765171885,onboarding
"@Paytm में एक दुकानदार हुं, आपके एजेंट मेरी दुकान पर आपका sonudbox लगा कर गए हैं, वो 5 दिन से बंद पड़ा है। एजेंट से लगातार शिकायत करने पर भी ध्यान नहीं दे रहा है । कृपया समाधान करें।
@Paytmcare @PaytmBank @PaytmBusiness https://t.co/KC7wgsWmmh",2025-03-24 04:30:00+0000,Paytm,negative,0.636261642,servicing
@Paytm Paytm is a theft and fraud company bycot paytm never buy any service from Paytm I have another account today will close and buy Google sound box plz avoid pytm,2025-03-24 04:10:57+0000,Paytm,negative,0.903131008,servicing
@Paytm Paytm is a theft and fraud company bycot paytm never buy any service from Paytm I have another account today will close and buy Google sound box plz avoid pytm,2025-03-24 04:10:46+0000,Paytm,negative,0.903131008,servicing
"@Paytm @Paytmcare @vijayshekhar

PNR 2332262423
Free cancellation charge Rs964 Why so high? Official Charge Rs 360 max 2 person.  
It's neither premium booking nor 
tatkal
Sameless, looks like @vijayshekhar looking these kind of cheap option for running Paytm.
Refund my amt soon https://t.co/4261VmVRWq",2025-03-23 16:47:20+0000,Paytm,negative,0.677256584,pricing
"@Paytm, your responses are as automated as your services! Need human intervention to resolve my issue DAY 6 of waiting for a resolution from @Paytmcare Still receiving the same 'concerned team' message. Starting to lose hope. Anyone else experiencing similar issues? #Paytm @RBI",2025-03-23 16:19:20+0000,Paytm,negative,0.893467665,servicing
@Paytm my problem is not solved,2025-03-23 14:46:36+0000,Paytm,negative,0.869395971,servicing
@Paytm @PaytmTravel i had booked an bus on 7 March and the bus didn’t come and when i connected with paytm support they said they cant refund my amount why i connected with bus operator they told us every bus booking website has refunded for that date but not Paytm.look into it https://t.co/qKRL60sCiA,2025-03-23 13:04:21+0000,Paytm,negative,0.678999543,settlement
"@Paytm payment is deducted from my account but not refunded since one week, receiver also not got the money paytm assistant giving same scripted story everyday https://t.co/inY17F2Weh",2025-03-23 11:47:13+0000,Paytm,negative,0.745636284,transaction-success
"@Paytm
I made a payment of ₹1280 on 15 March 2025 (Ref No: 507423304111) for a Flipkart order, which was later cancelled. Flipkart claims they processed the refund on 18 March 2025 (Refund Ref No: 507515173529), but I haven’t received it yet. Please help.",2025-03-23 11:45:19+0000,Paytm,negative,0.59179014,settlement
@Paytm This is a fraud application dont install,2025-03-23 11:08:37+0000,Paytm,negative,0.899338245,onboarding
@Paytm This is a fraud app dont install,2025-03-23 11:07:50+0000,Paytm,negative,0.920170188,servicing
@Paytm Fraud application dont install,2025-03-23 11:07:50+0000,Paytm,negative,0.89962399,onboarding
"@Paytm feels like a digital junk drawer—bloated, disorganized, and trying too hard. What was once a reliable wallet is now a cluttered UPI app with a full-blown identity crisis. If usability isn’t the priority anymore, what is—ad revenue? Confusion-as-a-service?
@vijayshekhar",2025-03-23 10:28:29+0000,Paytm,negative,0.931993425,onboarding
"@Paytm even after i had a successful transection,money is not been credited to the receiver i have checked evrything and even contacted the bank they show me the bank statement which i can show you if your provide me your mail ,how can this be possible plz provide me the solution https://t.co/KnAwQi5wRf",2025-03-23 09:26:22+0000,Paytm,negative,0.453628927,settlement
@Paytm,2025-03-23 09:24:27+0000,Paytm,neutral,0.420994848,onboarding
"@Paytm The recharge wasn't done on my number, but it's showing 'Recharge Done' here. https://t.co/AFzFY5FSor",2025-03-23 09:14:10+0000,Paytm,neutral,0.87311995,transaction-success
"@Paytm @Paytmcare  I have been trying to contact your customer care but your executives are busy since one month.
Please have some more workforce so they can attend my call.

Can you please ping me so I can return my soundbox and close account?",2025-03-23 07:27:37+0000,Paytm,neutral,0.517058611,servicing
@Paytm too slow please fix this https://t.co/c6LRKoVo5Z,2025-03-23 05:49:09+0000,Paytm,negative,0.80496341,device-issue
@Paytm bkl 5 rupya dene me 5 sal lagayega kay 🤡 https://t.co/OHas2xL7ev,2025-03-23 04:16:57+0000,Paytm,neutral,0.412375599,pricing
"@Paytm @Paytmcare I raised a complaint for my #PaytmSoundbox replacement, but no action has been taken. Please look into this urgently. My registered number: 7248206842, Ticket ID: 5108788262 . #CustomerSupport #NeedAssistance",2025-03-23 02:56:19+0000,Paytm,neutral,0.564514339,servicing
"@Paytm @PaytmBank 
What's going on with Paytm Payments Bank? It was deactiavted last year post RBI notification. Now, receiving SMS that account is active again and will become inoperative if no txn by 01-Mar-2026.  Is user consent not required to reactivate ?
CC: @RBI",2025-03-23 01:58:16+0000,Paytm,neutral,0.549703419,onboarding
@Paytm scam right? https://t.co/JrC6s8jslt,2025-03-22 12:02:13+0000,Paytm,neutral,0.535106719,pricing
@Paytm @PaytmBusiness i never order sound box or not having in past present then why it deducted 3 months rental fraud company I'll raise a complaint of rental charges to rbi and fir to court regarding sound box fraud,2025-03-22 11:57:46+0000,Paytm,negative,0.734916568,settlement
@Paytm ai chat is shit. There is no real way to contact any paytm customer care. I am going to do a chargeback on my credit card. Paytm guys scammed me by selling me used gift cards for @BATA_India and @GyftrIndia is absolutely helpless in this matter.,2025-03-22 11:04:12+0000,Paytm,negative,0.946682036,servicing
"@Paytm @Paytmcare @PaytmMoney @RBI
This is your recovery agency, he threatened me, he abused me and my family..i alredy update to ypu what is my condition due to medical prblms 
Alredy your agent disclosed my loan at my village's neighbor.. Now i have to go PS https://t.co/Cn4TW45cZS",2025-03-22 10:36:19+0000,Paytm,negative,0.884554327,servicing
"@Paytm @Paytmcare @PaytmBusiness @vijayshekhar 
Dear sir I want to uninstall the paytm swipe machine but none of your employees are responding please do the needful.

Regards, https://t.co/7BRKfY3tfW",2025-03-22 08:17:47+0000,Paytm,negative,0.678317964,servicing
@Paytm @PaytmMoney @Paytmcare sir I prateek kumar gupta had send a withdraw request from mutual fund through the paytm on 6 march 2025 and my linked bank account is inactive but withdraw request showing successful but as of now I have not received the payment,2025-03-22 06:53:09+0000,Paytm,neutral,0.497386247,settlement
@Paytm stop being a scam. You guys show that the train ticket is available and once booked it is generally a waiting ticket. The whole point is that the service you provide just fills the pocket of you guys. #paytmscamster,2025-03-22 05:54:10+0000,Paytm,negative,0.833011866,onboarding
@Paytm Wallet wala option achha tha,2025-03-22 05:39:07+0000,Paytm,neutral,0.392378449,onboarding
"@Paytm @PaytmBank @Paytmcare
@PaytmBusiness 
Any updates on when Paytm Payments Bank services will fully restart? Eager to know the timeline for resuming normal operations.",2025-03-22 05:33:43+0000,Paytm,neutral,0.722658873,servicing
@Paytm Very poor coustomer care,2025-03-22 05:16:02+0000,Paytm,negative,0.953779578,servicing
"@Paytm could you please stop sending me these fucking loan offers on whatsapp, i don't want any fucking loan idiot, fade up of receiving thousand of messages from you daily",2025-03-22 03:43:04+0000,Paytm,negative,0.926745892,servicing
"@Paytm, another day, another disappointment ! Still waiting for a response to my tweet about my pending settlement issue. Ignoring customers isn't a good business practice! When can I expect a resolution? #Paytm  #SettlementIssue
#PaytmCustomerCare
#PaytmSupport @vijayshekhar",2025-03-22 02:05:12+0000,Paytm,negative,0.947784543,settlement
@Paytm Resolved? I have been told to go to bank and ask them to chargeback which is a hassle in itself. To top it off the bank is PNB which I have already visited twice and they told me to go to Paytm for a resolution twice already. This is not a resolution.,2025-03-22 01:40:09+0000,Paytm,negative,0.914622128,settlement
@Paytm @Paytmcare no reply from paytm yet!! Its been more than 48 hours. @NPCI_NPCI @MumbaiMetro01,2025-03-21 18:17:06+0000,Paytm,negative,0.694226742,servicing
"@Paytm ,After registering the complaint, no one is responding. We have also emailed the concerned team, but have not received a reply.",2025-03-21 13:57:13+0000,Paytm,negative,0.585058033,servicing
"@Paytm Your so-called 'customer support' is a JOKE! It’s IMPOSSIBLE to talk to a real executive. Endless bot loops, no human assistance—do you even care about your users? Fix this mess or stop calling it 'support'! 
@jagograhakjago 
@minmsme   #WorstCustomerService",2025-03-21 13:32:07+0000,Paytm,negative,0.939166427,servicing
"@paytm @PaytmBusiness  This is unacceptable! As PytM biz user, I expected better service. Waited 10+ minutes on call, but NO ONE answered. How are we supposed to resolve issues if we can’t even reach support? 
@jagograhakjago 
@minmsme  #PaytmFail  #PoorCustomerService",2025-03-21 13:31:25+0000,Paytm,negative,0.927732646,servicing
@Paytm सर फास्टैग पर गलत रिचार्ज हो गया है,2025-03-21 10:35:56+0000,Paytm,negative,0.583181083,transaction-success
"@Paytm @Paytmcare @PaytmBusiness 
Hello since 2 week I am try to delete by paytm business account I have raised the ticket 2 to 3 times but the account is still active delete my @PaytmBusiness account no proper support on call we can't even talk Ivr itself talking",2025-03-21 10:35:20+0000,Paytm,negative,0.679984629,servicing
@Paytm how do you delink your electricity bill,2025-03-21 08:26:43+0000,Paytm,neutral,0.799098909,servicing
"@Paytm @Paytmcare @vijayshekhar Hello team Paytm, One of your employees manipulated me and made me make the payment by making a fake commitment. Her name is Reema, and now she is not responding to my calls and messages. Please look into it.",2025-03-21 07:16:54+0000,Paytm,negative,0.873636425,servicing
"@Paytm @paytmbankcare @PaytmBank @Paytmcare 
My Paytm Bank account It has been blocked for a long time. I have tweeted many times, done many things, nothing has worked for me and all my documents are in order. So I will request that my account be unblocked.",2025-03-21 04:34:04+0000,Paytm,negative,0.847007632,servicing
"@Paytm @Paytmcare @PaytmBank @paytmbankcare
Is Paytm Payments Bank functional and usable as it was before?
I am unable to log in to my new Paytm account because I do not have my I'D password or I have forgotten my I'D. Please help me.
@RBI @RBIsays 
#JHOPE @elonmusk #ElonMusk @X",2025-03-21 03:53:16+0000,Paytm,negative,0.791971862,onboarding
"@Paytm @Paytmcare
#Scam #UnethicalCharges #PaytmScam  @RBI @RBIsays
I have a Paytm Business account and never took a Paytm Soundbox, yet monthly charges are being deducted. I filed a complaint and requested service deactivation, but no action has been taken.
@PaytmBusiness",2025-03-20 18:36:52+0000,Paytm,negative,0.873120725,servicing
@Paytm i have applied for loan im my merchant app but loan is not disbursed and autopay has been setup 7600101579 call me https://t.co/4QyvkOzgQk,2025-03-20 15:28:06+0000,Paytm,neutral,0.749782622,servicing
"@Paytm I am trying to connect to your finance team but no one is connected to me I request you please connect to me 
Worst service proved by the payment",2025-03-20 15:04:08+0000,Paytm,negative,0.775475144,servicing
"@Paytm  @PaytmTravel Urgent Complaint – Bus Delay &amp; Poor Service (Refund Request)

Dear Orange Travels Team,

I am extremely disappointed with my recent travel experience. My bus was delayed by 5 to 6 hours, causing significant inconvenience.",2025-03-20 11:50:55+0000,Paytm,negative,0.940630615,servicing
@Paytm need call for understanding the payment gateway process and charges. Kindly help,2025-03-20 10:36:07+0000,Paytm,neutral,0.787469506,onboarding
"@Paytm You have given an offer that the loan will be cleared for 7750 rupees.
So I request you to clear all the dues and I will make the payment today. https://t.co/nw43ONwxqF",2025-03-20 10:17:22+0000,Paytm,neutral,0.727773249,settlement
"@Paytm @PaytmMoney You have given an offer that the loan will be cleared for 7750 rupees.
So I request you to clear all the dues and I will make the payment today. https://t.co/r9jjxKpXI6",2025-03-20 10:17:09+0000,Paytm,neutral,0.73644948,settlement
"@Paytm @Paytmcare SHAME ON YOU ... YOUR AGENTS  ARE AT MY HOME , WITHOUT ID AND AUTHORIZATION LETTER , URGENT : Kindly contact @RBI",2025-03-20 09:19:07+0000,Paytm,negative,0.948635697,servicing
"@Paytm @vijayshekhar @PaytmMoney Your company is a fraud company.

No one should trust this company nor should anyone invest in it.

I was working as a sales executive on Paytm but they have not paid my salary yet And I can't tell you here what kind of conditions customers face in the field.",2025-03-20 08:04:24+0000,Paytm,negative,0.929990888,settlement
"@Paytm @Paytmcare @PaytmBank @PaytmMoney @bankofbaroda 
मैंने अपने पेटीएम ऐप से एक मार्चेंट के नंबर पर मनी ट्रांसफर किया, लेकिन वो बोल रहा है कि उसके अकाउंट में पैसे नहीं आए इसका समाधान बताओ प्लीज!",2025-03-20 07:11:09+0000,Paytm,neutral,0.520571947,transaction-success
"@Paytm has very silently(or slyly) removed the option to see the current and invested value from main page from their gold locker. Click on sell only den you get some partial visibility 
Why has this been done ? @vijayshekhar 

@SEBI_India @FinMinIndia @RBI @Paytmcare https://t.co/OCWEmgWzXv",2025-03-20 03:58:25+0000,Paytm,negative,0.541921735,servicing
@Paytm Acess denied problem,2025-03-20 03:39:36+0000,Paytm,negative,0.837000668,device-issue
"@Paytm @Paytmcare from 3 days this green light is just blinking. Not connected, not connected and not connected. Don't ask to do anything, send the executive to resolve issues ASAP. Everything already done, switch off - switch on, Sim remove-Sim insert. Nothing works. https://t.co/RuZW6HJb69",2025-03-20 03:02:56+0000,Paytm,negative,0.86727643,device-issue
@Paytm @Paytmcare @PMOIndia @RBI I rqsted 3 times to close my paytmbusiness acnt and 2 times raises tkt to close/deactivate my paytmbusiness acnt but my acnt not closed yet charged of sound box every month deducted from my account kindly close my acnt details in app 9414433934,2025-03-19 16:26:54+0000,Paytm,negative,0.525303125,servicing
"@Paytm @HeroFinCorpLtd @714290 @FinMinIndia 
That person come my room without information and telling to my wife iam call the police and arrest your husband and misbehave my wife please take action https://t.co/LJ3BuKcV7w",2025-03-19 16:20:44+0000,Paytm,negative,0.887616813,servicing
@Paytm Avoid paytm service and bycot paytm coz paytm working with marchent like robber  and paytm thik is merchant is stupid,2025-03-19 15:11:03+0000,Paytm,negative,0.884244382,servicing
@Paytm Avoid paytm service and bycot paytm coz paytm working with marchent like robber  and paytm thik is merchant is stupid,2025-03-19 15:10:58+0000,Paytm,negative,0.884244382,servicing
"@Paytm @Paytmcare @HeroFinCorpLtd @FinMinIndia @RBI @narendramodi @aajtak @DasShaktikanta 
Dear paytm/Herofincorp
   sir your recovery agent come without information come my room and misbehave my wife 
at 8 o'clock iam not in home please take action 3 to 4 person come",2025-03-19 15:03:11+0000,Paytm,negative,0.777428985,servicing
@Paytm  Can see a cosmetic Flickering bug in Paytm app in scratch cards https://t.co/h6UYkQCaSp,2025-03-19 14:16:34+0000,Paytm,negative,0.713483453,device-issue
"@Paytm 
@Paytmcare 
A serious breach of privacy has come into the picture. 
My email id has been used without my permission/consent/unaware of the knowledge into sanctioning of loan of different customer from Gujarat, completely unknown n miles far away.
@jagograhakjago
(1/2)",2025-03-19 14:14:31+0000,Paytm,negative,0.908831179,onboarding
@Paytm @narendramodi mene aaj 32500 ki Bill payment kri thi Bank or Bill payment company bol rhe h ki payment paytm getaway ke paas hai or itni ghatiya service h aapki na to customer care ko call lagti h . Ab muje late payment krne pay DPS charge dene hoge iska zimmedar hoga????,2025-03-19 14:04:52+0000,Paytm,negative,0.423893332,transaction-success
"@Paytm, @vijayshekhar your app is truly a game-changer, offering everything from train tickets to gold purchases – it's more than just a money transfer app now! As a real estate agency, we'd love to tie up and add proptech to your platform. However, we believe ads promoting betting apps shouldn't dominate. While it's users' choice, we hope you'll consider reducing such ads for a better experience.
#Paytm #RealEstate #india",2025-03-19 12:30:24+0000,Paytm,positive,0.708545387,onboarding
@Paytm very poor service plz don't buy any service from Paytm fake charges working like robber so plz bycot paytm,2025-03-19 11:40:58+0000,Paytm,negative,0.908092022,servicing
"@Paytm @Paytmcare

I made a UPI transaction of ₹2000 on 03-03-2025 via Paytm from my SBI account (XXXX5678). SBI confirms that the amount was successfully credited to A/C No: XXXX*0083 (HDFC Bank, IFSC: HDFC0XXXXX)",2025-03-19 08:49:09+0000,Paytm,neutral,0.839668214,settlement
"@Paytm @Paytmcare Sir yesterday I have booked a motor insurance MP07BA1788 I want to cancel such insurance because of your excutive has filled wrong details in my insurance.

And also I have booked another insurance so please cancel it and initiate my refund

@paytminsbroking",2025-03-19 06:31:06+0000,Paytm,negative,0.802568674,servicing
"@Paytm @Paytmcare @PaytmBusiness If u cant reduce rental plan of my sound box then kindly deactivate this.
I had been told by seller it will only charge Rs 1 a month but currently charging Rs 69/59. 
Had already requested before, kindly reduce rental plan or please deactivate.",2025-03-19 06:14:41+0000,Paytm,negative,0.620137334,pricing
@Paytm @PaytmMoney BC mere paas koi machine nhi h isko band karo,2025-03-19 04:33:09+0000,Paytm,negative,0.498538852,device-issue
@Paytm @vijayshekhar  Impressed with the app UI and UX lately and I used for booking train ticket which was certainly best among all service providers . No clutter and no hard selling adjacency beyond the core product .Didn’t realise that this startup which has tought India digital payment by investing like no other but suffered journey mid way and lessons learnt taken seriously to strengthen for emerging back. Vijay deserves credit for his relentless pursuit and I wish him all the best for his way ahead and needless to mention Paytm is one of my favourite apps 🌟🙌🚀,2025-03-19 03:57:19+0000,Paytm,positive,0.549597383,onboarding
"@Paytm @Paytmcare 

please opt me out of your loans marketing messages on WhatsApp, email, SMS. I don't need any kind of loan.",2025-03-19 03:48:42+0000,Paytm,negative,0.737011731,servicing
"@Paytm @PaytmMoney Will paytm be integrated with #Crypto
Ever? 🙄",2025-03-18 19:02:11+0000,Paytm,neutral,0.700350165,onboarding
"@Paytm मेरा 29164/- का रिफ्ड 32 दिन पूरे होने के बाद भी मेरे अकाउंट में नहीं आया है paytm care कुछ भी मदद नहीं कर रहा, इस तरह से कस्टमर का पैसा 35000 करोड़ कीमत की कंपनी के द्वारा ऐसा कारनामा इसके नाम को ओर भी खराब करता है, आम कस्टमर को हल्के में न ले यह कंपनी 😡 @PaytmSeONDC",2025-03-18 18:02:36+0000,Paytm,negative,0.82051605,settlement
@Paytm @PaytmMoney Please bring back paytm payments bank 🙏,2025-03-18 15:40:51+0000,Paytm,neutral,0.431776047,onboarding
"@Paytm @PaytmMoney Congratulations @PaytmMoney
Happy Investor using your platform since 2018",2025-03-18 15:12:32+0000,Paytm,positive,0.925236821,onboarding
"@Paytm @Paytmcare 
Have bought Paytm Gold 7 years back
Now I am not able to see the transaction balance
- No method to redeem
- MMTC_PAMP company saying we are not responbile
- Paytm Care is saying Go to Chat bot help
- Grivence redressal saying email incorrect

What is this.?",2025-03-18 14:58:00+0000,Paytm,negative,0.851631701,servicing
@Paytm Your chatbot is worst. I am trying to get assistance related to one of your app issues and asks me to contact Paytm customer service and doesn't provide any help. @RBI customers shouldn't be deprived from raising issues.,2025-03-18 13:01:19+0000,Paytm,negative,0.944043279,servicing
"@Paytm @Paytmcare stop calliu me for personal loan offer, too mamy spamcalls if not .ill report to @TRAI",2025-03-18 12:26:27+0000,Paytm,negative,0.638474226,servicing
@Paytm what is wrong with the your application that it is stuck in a loop? I keep tapping Ok and the message keeps popping. https://t.co/4ZzNSWInZH,2025-03-18 12:16:24+0000,Paytm,negative,0.748779356,device-issue
@Paytm it's been almost a month but refused is not yet credited to source.BSRTC cancelled the bus almost at last hour. Please initiate refund asap. https://t.co/XGQaiUtaiB,2025-03-18 12:13:37+0000,Paytm,negative,0.771092117,settlement
@Paytm I want to remove my PAN and account details from deactivated paytm business account it's urgent for me,2025-03-18 11:33:51+0000,Paytm,neutral,0.480247438,servicing
"@Paytm @Paytmcare 

When this cashback will credit to my account? Almost 7 days…. Can’t you clear those pendings? 

Ticket no ; 22203724200 https://t.co/sENBA139Ma",2025-03-18 11:31:13+0000,Paytm,neutral,0.584231555,settlement
"@Paytm @vijayshekhar @PaytmMoney I have developed a fraud prevention system that can stop scams even after OTP theft. If you're interested, feel free to contact me!""",2025-03-18 10:28:55+0000,Paytm,neutral,0.519050241,servicing
@Paytm @PaytmMoney Paytm largest fraud apps in india,2025-03-18 08:58:56+0000,Paytm,negative,0.785342872,transaction-success
"@Paytm @PaytmMoney Congrats @PaytmMoney Just like planning a great trip, smart investing needs the right insights. Excited to see you help investors navigate their financial journey.",2025-03-18 07:03:03+0000,Paytm,positive,0.928408086,None of the above
"@Paytm @PaytmMoney I ""Financial Fraud Pushed Me to the Edge – Let’s Talk About It""
A ₹56,665 refund stuck for 50+ days (Paytm ONDC + KLIP Solutions) triggered anxiety and depression
@PaytmSeONDC @Paytmcare",2025-03-18 07:00:37+0000,Paytm,negative,0.881547093,settlement
"@Paytm @PaytmMoney Well done, @PaytmMoney! Making informed investment decisions is just as important as making smart business moves. Looking forward to seeing businesses and investors grow with your insights.",2025-03-18 06:59:24+0000,Paytm,positive,0.913933873,onboarding
"@Paytm Thank you, @Paytm!  
We’re thrilled to take this next step in empowering investors with expert insights and smart research. Toh ab #InvestKarBefikar 🎉",2025-03-18 06:52:56+0000,Paytm,positive,0.924523652,onboarding
@Paytm @Paytm पेटीएम को क्या हो गया है हेल्प डेस्क काम नहीं कर रहा है,2025-03-18 05:42:50+0000,Paytm,negative,0.644716799,servicing
@Paytm access denied problems in my account,2025-03-18 05:31:37+0000,Paytm,negative,0.796845078,onboarding
"@Paytm @Paytmcare @PaytmBank @RBI
What a poor and disappointing service by the brand.
Paytm payments bank app is not working properly.
No help is being provided by the brand even after mailing on different emai-ids.
Even the nodal officer is not helping.

Very disappointing.",2025-03-18 04:17:12+0000,Paytm,negative,0.950343072,servicing
@Paytm @PaytmMoney : SEBI approves registration of PAYTM MONEY AS research analyst @SEBI @BrajeshKMZee,2025-03-18 03:54:04+0000,Paytm,neutral,0.526461542,onboarding
"@Paytm ₹56,665 stuck for 50+ days with Paytm ONDC &amp; KLIP. Is this legal? The stress is unbearable
@Paytmcare @PaytmSeONDC",2025-03-18 01:58:59+0000,Paytm,negative,0.911550164,settlement
@paytm @adityabirla @smfg is this type of cheap recovery methods you are following #paytm,2025-03-17 15:46:00+0000,Paytm,neutral,0.567201018,servicing
@Paytm @Paytmcare what the hell is happening..... Payment getting successful but there is no UTR showing and the pages looks is totally different..... payment successfully done to merchant but merchant didn't provide the service why ??? https://t.co/BkSxcE9BL7,2025-03-17 15:22:22+0000,Paytm,negative,0.761760354,transaction-success
@Paytm @Paytmcare I made a payment which is deducted from my account and not received. Your help and support is not working. How do I get this resolved? Being a payment related platform you should have protocols and customer care in place.,2025-03-17 15:00:20+0000,Paytm,negative,0.754662216,transaction-success
"@Paytm paytm not was not working from last 1 hour why,?",2025-03-17 14:30:49+0000,Paytm,negative,0.689052403,device-issue
"@Paytm @Paytmcare 
Please see the issue https://t.co/VLRHaHmxgq",2025-03-17 13:54:33+0000,Paytm,neutral,0.732725024,servicing
@Paytm mera 500 ka recharge hua the 06*03/25 ka uska kuch pata nahi chal Raha hai paisa kaha gaya,2025-03-17 13:42:04+0000,Paytm,neutral,0.562646627,transaction-success
@Paytm Payment history nhi dekh pa rhe h,2025-03-17 13:29:32+0000,Paytm,negative,0.414791703,servicing
